Date,Source,Medium,Campaign,Country,DeviceType,Impressions,Clicks,Sessions,LeadsReported,Spend,Currency,SpendBaseCurrency,PlatformConversions,CampaignObjective,CampaignStatus,CampaignNormalized,SpendBaseCurrencyUnresolvedFlag,ClicksImpressionsAnomalyFlag
2024-06-16,google,cpc,Search - QA - Ukraine,Ukraine,Mobile,2964,119,112,3,2342.25,UAH,2342.25,0,Conversions,Active,search - qa - ukraine,False,False
2024-06-17,google,cpc,Search - QA - Ukraine,Poland,Desktop,2496,142,110,3,1572.48,UAH,1572.48,0,Conversions,Active,search - qa - ukraine,False,False
2024-06-18,google,cpc,Search - QA - Ukraine,Poland,Desktop,1018,29,28,1,0.0,UAH,0.0,0,Conversions,Paused,search - qa - ukraine,False,False
2024-06-19,google,cpc,Search - QA - Ukraine,Ukraine,Desktop,183,9,7,0,0.0,UAH,0.0,0,Conversions,Paused,search - qa - ukraine,False,False
2024-06-20,google,cpc,Search - QA - Ukraine,Ukraine,Mobile,2207,130,124,1,0.0,UAH,0.0,0,Conversions,Paused,search - qa - ukraine,False,False
2024-06-21,google,cpc,Search - QA - Ukraine,Poland,Tablet,4280,228,190,4,1876.41,UAH,1876.41,0,Conversions,Active,search - qa - ukraine,False,False
2024-06-22,google,cpc,Search - QA - Ukraine,Ukraine,Mobile,1959,105,81,2,1401.71,UAH,1401.71,0,Conversions,Active,search - qa - ukraine,False,False
2024-06-23,google,cpc,Search - QA - Ukraine,Ukraine,Mobile,2509,111,89,1,1394.86,UAH,1394.86,0,Conversions,Active,search - qa - ukraine,False,False
2024-06-24,google,cpc,Search - QA - Ukraine,Ukraine,Desktop,2545,123,96,2,2690.75,UAH,2690.75,0,Conversions,Active,search - qa - ukraine,False,False
2024-06-25,google,cpc,Search - QA - Ukraine,Ukraine,Mobile,2010,148,125,3,3116.78,UAH,3116.78,0,Conversions,Active,search - qa - ukraine,False,False
2024-06-26,google,cpc,Search - QA - Ukraine,Ukraine,Mobile,3281,140,109,3,1742.17,UAH,1742.17,0,Conversions,Active,search - qa - ukraine,False,False
2024-06-27,google,cpc,Search - QA - Ukraine,Poland,Mobile,4229,168,147,2,1673.39,UAH,1673.39,0,Conversions,Active,search - qa - ukraine,False,False
2024-06-28,google,cpc,Search - QA - Ukraine,Ukraine,Mobile,2860,135,129,3,0.0,UAH,0.0,0,Conversions,Paused,search - qa - ukraine,False,False
2024-06-29,google,cpc,Search - QA - Ukraine,Ukraine,Mobile,1804,90,76,2,0.0,UAH,0.0,0,Conversions,Paused,search - qa - ukraine,False,False
2024-06-30,google,cpc,Search - QA - Ukraine,Ukraine,Desktop,943,40,33,1,0.0,UAH,0.0,0,Conversions,Paused,search - qa - ukraine,False,False
2024-07-01,google,cpc,Search - QA - Ukraine,Poland,Mobile,1352,60,51,1,0.0,UAH,0.0,0,Conversions,Paused,search - qa - ukraine,False,False
2024-07-02,google,cpc,Search - QA - Ukraine,Ukraine,Mobile,970,32,26,0,0.0,UAH,0.0,0,Conversions,Paused,search - qa - ukraine,False,False
2024-07-03,google,cpc,Search - QA - Ukraine,United Kingdom,Desktop,2131,68,66,1,0.0,UAH,0.0,0,Conversions,Paused,search - qa - ukraine,False,False
2024-07-04,google,cpc,Search - QA - Ukraine,Ukraine,Mobile,1594,95,85,2,1422.72,UAH,1422.72,0,Conversions,Active,search - qa - ukraine,False,False
2024-07-05,google,cpc,Search - QA - Ukraine,Ukraine,Tablet,1596,101,98,2,2114.17,UAH,2114.17,0,Conversions,Active,search - qa - ukraine,False,False
2024-07-06,google,cpc,Search - QA - Ukraine,Ukraine,Mobile,2975,178,157,3,1901.14,UAH,1901.14,1,Conversions,Active,search - qa - ukraine,False,False
2024-07-07,google,cpc,Search - QA - Ukraine,United States,Desktop,1180,73,70,1,1416.89,UAH,1416.89,0,Conversions,Active,search - qa - ukraine,False,False
2024-07-08,google,cpc,Search - QA - Ukraine,Ukraine,Mobile,1685,88,85,2,1768.33,UAH,1768.33,0,Conversions,Active,search - qa - ukraine,False,False
2024-07-09,google,cpc,Search - QA - Ukraine,Ukraine,Desktop,4429,139,131,2,1954.06,UAH,1954.06,0,Conversions,Active,search - qa - ukraine,False,False
2024-07-10,google,cpc,Search - QA - Ukraine,Poland,Mobile,5341,160,142,1,2023.46,UAH,2023.46,0,Conversions,Active,search - qa - ukraine,False,False
2024-07-11,google,cpc,Search - QA - Ukraine,Ukraine,Mobile,3337,171,161,2,3206.35,UAH,3206.35,0,Conversions,Active,search - qa - ukraine,False,False
2024-07-12,google,cpc,Search - QA - Ukraine,Ukraine,Desktop,2405,9100,86,1,1749.26,UAH,1749.26,0,Conversions,Active,search - qa - ukraine,False,True
2024-07-13,google,cpc,Search - QA - Ukraine,Ukraine,Desktop,9035,252,213,4,1969.33,UAH,1969.33,0,Conversions,Active,search - qa - ukraine,False,False
2024-07-14,google,cpc,Search - QA - Ukraine,Ukraine,Desktop,2729,116,99,3,2205.74,UAH,2205.74,0,Conversions,Active,search - qa - ukraine,False,False
2024-07-15,google,cpc,Search - QA - Ukraine,Ukraine,Desktop,5188,175,147,4,2111.88,UAH,2111.88,1,Conversions,Active,search - qa - ukraine,False,False
2024-07-16,google,cpc,Search - QA - Ukraine,United States,Desktop,2402,110,100,2,2039.4,UAH,2039.4,0,Conversions,Active,search - qa - ukraine,False,False
2024-07-17,google,cpc,Search - QA - Ukraine,Ukraine,Mobile,2008,68,63,2,1390.59,UAH,1390.59,0,Conversions,Active,search - qa - ukraine,False,False
2024-07-18,google,cpc,Search - QA - Ukraine,Ukraine,Desktop,2109,88,79,1,1789.24,UAH,1789.24,0,Conversions,Active,search - qa - ukraine,False,False
2024-07-19,google,cpc,Search - QA - Ukraine,Czech Republic,Desktop,2063,99,83,1,1747.79,UAH,1747.79,0,Conversions,Active,search - qa - ukraine,False,False
2024-07-20,google,cpc,Search - QA - Ukraine,Ukraine,Tablet,1545,88,79,1,0.0,UAH,0.0,0,Conversions,Paused,search - qa - ukraine,False,False
2024-07-21,google,cpc,Search - QA - Ukraine,Ukraine,Mobile,1030,52,49,1,0.0,UAH,0.0,0,Conversions,Paused,search - qa - ukraine,False,False
2024-07-22,google,cpc,Search - QA - Ukraine,Ukraine,Mobile,1918,98,74,1,0.0,UAH,0.0,0,Conversions,Paused,search - qa - ukraine,False,False
2024-07-23,google,cpc,Search - QA - Ukraine,Ukraine,Desktop,1102,58,52,1,0.0,UAH,0.0,0,Conversions,Paused,search - qa - ukraine,False,False
2024-07-24,google,cpc,Search - QA - Ukraine,Ukraine,Desktop,473,23,19,1,0.0,UAH,0.0,0,Conversions,Paused,search - qa - ukraine,False,False
2024-07-25,google,cpc,Search - QA - Ukraine,Ukraine,Mobile,2885,113,110,2,2374.31,UAH,2374.31,0,Conversions,Active,search - qa - ukraine,False,False
2024-07-26,google,cpc,Search - QA - Ukraine,United States,Mobile,5313,183,144,2,2914.75,UAH,2914.75,0,Conversions,Active,search - qa - ukraine,False,False
2024-07-27,google,cpc,Search - QA - Ukraine,Poland,Mobile,836,44,37,1,818.36,UAH,818.36,0,Conversions,Active,search - qa - ukraine,False,False
2024-07-28,google,cpc,Search - QA - Ukraine,Ukraine,Mobile,3198,105,92,1,1148.2,UAH,1148.2,0,Conversions,Active,search - qa - ukraine,False,False
2024-07-29,google,cpc,Search - QA - Ukraine,Germany,Mobile,3583,84,77,2,1814.19,UAH,1814.19,0,Conversions,Active,search - qa - ukraine,False,False
2024-07-30,google,cpc,Search - QA - Ukraine_copy,Ukraine,Mobile,8662,307,299,7,2322.12,UAH,2322.12,1,Conversions,Active,search - qa - ukraine,False,False
2024-07-31,google,cpc,Search - QA - Ukraine,Czech Republic,Mobile,3794,153,128,3,2338.72,UAH,2338.72,0,Conversions,Active,search - qa - ukraine,False,False
2024-08-01,google,cpc,Search - QA - Ukraine,Ukraine,Mobile,10469,356,287,8,3923.52,UAH,3923.52,0,Conversions,Active,search - qa - ukraine,False,False
2024-08-02,google,cpc,Search - QA - Ukraine,Ukraine,Desktop,912,57,44,1,0.0,UAH,0.0,0,Conversions,Paused,search - qa - ukraine,False,False
2024-08-03,google,cpc,Search - QA - Ukraine,Ukraine,Desktop,309,15,13,0,0.0,UAH,0.0,0,Conversions,Paused,search - qa - ukraine,False,False
2024-08-04,google,cpc,Search - QA - Ukraine,Ukraine,Desktop,2379,126,102,2,2360.6,UAH,2360.6,0,Conversions,Active,search - qa - ukraine,False,False
2024-08-05,google,cpc,Search - QA - Ukraine,Ukraine,Mobile,2304,102,97,3,1018.34,UAH,1018.34,0,Conversions,Active,search - qa - ukraine,False,False
2024-08-06,google,cpc,SEARCH - QA - UKRAINE,Ukraine,Mobile,4229,117,101,2,1567.21,UAH,1567.21,0,Conversions,Active,search - qa - ukraine,False,False
2024-08-07,google,cpc,Search - QA - Ukraine,Ukraine,Mobile,3689,162,142,2,2895.34,UAH,2895.34,0,Conversions,Active,search - qa - ukraine,False,False
2024-08-08,google,cpc,Search - QA - Ukraine,Czech Republic,Mobile,1345,50,39,1,1029.36,UAH,1029.36,0,Conversions,Active,search - qa - ukraine,False,False
2024-08-09,google,cpc,Search - QA - Ukraine_copy,Ukraine,Desktop,1352,59,56,0,1106.34,UAH,1106.34,0,Conversions,Active,search - qa - ukraine,False,False
2024-08-10,google,cpc,Search - QA - Ukraine,Ukraine,Desktop,1909,100,94,2,723.21,UAH,723.21,0,Conversions,Active,search - qa - ukraine,False,False
2024-08-11,google,cpc,Search - QA - Ukraine,Ukraine,Mobile,3095,129,103,3,1899.07,UAH,1899.07,1,Conversions,Active,search - qa - ukraine,False,False
2024-08-12,google,cpc,Search - QA - Ukraine,Ukraine,Mobile,3014,188,151,2,1797.83,UAH,1797.83,0,Conversions,Active,search - qa - ukraine,False,False
2024-08-13,google,cpc,Search - QA - Ukraine,Ukraine,Tablet,925,64,61,2,1224.6,UAH,1224.6,0,Conversions,Active,search - qa - ukraine,False,False
2024-08-14,google,cpc,Search - QA - Ukraine,Ukraine,Mobile,7866,442,370,8,3343.8,UAH,3343.8,1,Conversions,Active,search - qa - ukraine,False,False
2024-08-15,google,cpc,Search - QA - Ukraine,Poland,Tablet,9483,359,347,5,3785.15,UAH,3785.15,1,Conversions,Active,search - qa - ukraine,False,False
2024-08-16,google,cpc,Search - QA - Ukraine,Ukraine,Mobile,4954,199,167,3,2711.96,UAH,2711.96,0,Conversions,Active,search - qa - ukraine,False,False
2024-08-17,google,cpc,Search - QA - Ukraine,Ukraine,Desktop,3353,151,140,5,1567.05,UAH,1567.05,1,Conversions,Active,search - qa - ukraine,False,False
2024-08-18,google,cpc,Search - QA - Ukraine,Ukraine,Mobile,1532,60,50,1,1233.02,UAH,1233.02,0,Conversions,Active,search - qa - ukraine,False,False
2024-08-19,google,cpc,Search - QA - Ukraine,Ukraine,Desktop,2185,121,107,3,0.0,UAH,0.0,0,Conversions,Paused,search - qa - ukraine,False,False
2024-08-20,google,cpc,Search - QA - Ukraine,Ukraine,Mobile,2936,103,99,2,0.0,UAH,0.0,0,Conversions,Paused,search - qa - ukraine,False,False
2024-08-21,google,cpc,Search - QA - Ukraine,Czech Republic,Desktop,1004,44,33,1,0.0,UAH,0.0,0,Conversions,Paused,search - qa - ukraine,False,False
2024-08-22,google,cpc,Search - QA - Ukraine,Ukraine,Tablet,645,19,16,0,0.0,UAH,0.0,0,Conversions,Paused,search - qa - ukraine,False,False
2024-08-23,google,cpc,Search - QA - Ukraine,Ukraine,Desktop,6755,384,369,10,3593.14,UAH,3593.14,1,Conversions,Active,search - qa - ukraine,False,False
2024-08-24,google,cpc,Search - QA - Ukraine,Poland,Mobile,2311,135,115,3,2428.14,UAH,2428.14,1,Conversions,Active,search - qa - ukraine,False,False
2024-08-25,google,cpc,Search - QA - Ukraine,United Kingdom,Desktop,1280,79,74,2,1072.13,UAH,1072.13,0,Conversions,Active,search - qa - ukraine,False,False
2024-08-26,google,cpc,Search - QA - Ukraine,Poland,Mobile,4366,204,191,4,1936.28,UAH,1936.28,0,Conversions,Active,search - qa - ukraine,False,False
2024-08-27,google,cpc,Search - QA - Ukraine,Ukraine,Mobile,3967,140,131,3,1601.18,UAH,1601.18,0,Conversions,Active,search - qa - ukraine,False,False
2024-08-28,google,cpc,Search - QA - Ukraine,United Kingdom,Mobile,5173,169,156,5,2754.29,UAH,2754.29,0,Conversions,Active,search - qa - ukraine,False,False
2024-08-29,google,cpc,Search - QA - Ukraine,Ukraine,Tablet,2705,135,130,4,2930.94,UAH,2930.94,1,Conversions,Active,search - qa - ukraine,False,False
2024-08-30,google,cpc,Search - QA - Ukraine,Ukraine,Tablet,1796,109,101,3,2265.7,UAH,2265.7,0,Conversions,Active,search - qa - ukraine,False,False
2024-08-31,google,cpc,Search - QA - Ukraine,Germany,Desktop,2564,134,127,4,1814.22,UAH,1814.22,0,Conversions,Active,search - qa - ukraine,False,False
2024-09-01,google,cpc,Search - QA - Ukraine,Kazakhstan,Mobile,4402,197,162,3,3572.0,UAH,3572.0,1,Conversions,Active,search - qa - ukraine,False,False
2024-09-02,google,cpc,Search - QA - Ukraine,Ukraine,Mobile,3699,200,163,4,3178.25,UAH,3178.25,0,Conversions,Active,search - qa - ukraine,False,False
2024-09-03,google,cpc,Search - QA - Ukraine,Ukraine,Desktop,5632,381,324,8,7513.46,UAH,7513.46,1,Conversions,Active,search - qa - ukraine,False,False
2024-09-04,google,cpc,Search - QA - Ukraine,Kazakhstan,Mobile,2864,106,82,2,2061.4,UAH,2061.4,0,Conversions,Active,search - qa - ukraine,False,False
2024-09-05,google,cpc,Search - QA - Ukraine,Ukraine,Mobile,4064,176,139,2,3500.87,UAH,3500.87,0,Conversions,Active,search - qa - ukraine,False,False
2024-09-06,google,cpc,Search - QA - Ukraine,Poland,Mobile,11717,473,445,7,6153.22,UAH,6153.22,1,Conversions,Active,search - qa - ukraine,False,False
2024-09-07,google,cpc,Search - QA - Ukraine,Czech Republic,Mobile,2735,130,117,3,2157.82,UAH,2157.82,1,Conversions,Active,search - qa - ukraine,False,False
2024-09-08,google,cpc,Search - QA - Ukraine,Ukraine,Mobile,5771,270,262,6,2443.44,UAH,2443.44,0,Conversions,Active,search - qa - ukraine,False,False
2024-09-09,google,cpc,SEARCH - QA - UKRAINE,Ukraine,Mobile,9020,235,188,3,3500.53,UAH,3500.53,0,Conversions,Active,search - qa - ukraine,False,False
2024-09-10,google,cpc,Search - QA - Ukraine,Ukraine,Mobile,10207,571,464,15,5670.42,UAH,5670.42,3,Conversions,Active,search - qa - ukraine,False,False
2024-09-11,google,cpc,Search - QA - Ukraine,Ukraine,Mobile,12124,494,381,13,4565.72,UAH,4565.72,1,Conversions,Active,search - qa - ukraine,False,False
2024-09-12,google,cpc,Search - QA - Ukraine,Germany,Mobile,11579,485,459,14,7214.38,UAH,7214.38,3,Conversions,Active,search - qa - ukraine,False,False
2024-09-13,google,cpc,Search - A - Ukraine,Poland,Mobile,4794,288,267,4,2286.05,UAH,2286.05,1,Conversions,Active,search - qa - ukraine,False,False
2024-09-14,google,cpc,Search - QA - Ukraine,United Kingdom,Mobile,1716,90,82,1,1312.29,UAH,1312.29,0,Conversions,Active,search - qa - ukraine,False,False
2024-09-15,google,cpc,Search - QA - Ukraine,Ukraine,Mobile,7577,401,372,9,4345.64,UAH,4345.64,1,Conversions,Active,search - qa - ukraine,False,False
2024-09-16,google,cpc,Search - QA - Ukraine,Germany,Mobile,16258,734,556,11,7396.78,UAH,7396.78,1,Conversions,Active,search - qa - ukraine,False,False
2024-09-17,google,cpc,Search - QA - Ukraine,United Kingdom,Mobile,8778,413,345,11,3176.18,UAH,3176.18,2,Conversions,Active,search - qa - ukraine,False,False
2024-09-18,google,cpc,Search - QA - Ukraine,Ukraine,Tablet,3107,224,215,1,2862.25,UAH,2862.25,0,Conversions,Active,search - qa - ukraine,False,False
2024-09-19,google,cpc,Search - QA - Ukraine,Poland,Mobile,2716,190,166,3,2962.27,UAH,2962.27,0,Conversions,Active,search - qa - ukraine,False,False
2024-09-20,google,cpc,Search - QA - Ukraine,Ukraine,Mobile,15686,575,455,9,7339.37,UAH,7339.37,1,Conversions,Active,search - qa - ukraine,False,False
2024-09-21,google,cpc,Search - QA - Ukraine,Ukraine,Desktop,4864,278,216,6,3546.08,UAH,3546.08,1,Conversions,Active,search - qa - ukraine,False,False
2024-09-22,google,cpc,Search - QA - Ukraine,Poland,Desktop,4445,249,224,7,3884.47,UAH,3884.47,1,Conversions,Active,search - qa - ukraine,False,False
2024-09-23,google,cpc,Search - QA - Ukraine,Kazakhstan,Mobile,3588,177,173,3,3477.89,UAH,3477.89,0,Conversions,Active,search - qa - ukraine,False,False
2024-09-24,google,cpc,Search - QA - Ukraine,Ukraine,Mobile,7012,435,425,9,5512.3,UAH,5512.3,2,Conversions,Active,search - qa - ukraine,False,False
2024-09-25,google,cpc,Search - QA - Ukraine,Ukraine,Tablet,23417,511,486,11,7213.61,UAH,7213.61,1,Conversions,Active,search - qa - ukraine,False,False
2024-09-26,google,cpc,Search - QA - Ukraine,Poland,Mobile,8870,368,358,11,3638.59,UAH,3638.59,1,Conversions,Active,search - qa - ukraine,False,False
2024-09-27,google,cpc,Search - QA - Ukraine,Ukraine,Desktop,6967,396,378,12,2936.02,UAH,2936.02,2,Conversions,Active,search - qa - ukraine,False,False
2024-09-28,google,cpc,Search - QA - Ukraine,Ukraine,Desktop,6212,199,184,5,2544.95,UAH,2544.95,1,Conversions,Active,search - qa - ukraine,False,False
2024-09-29,google,cpc,Search - QA - Ukraine,Kazakhstan,Mobile,1207,42,38,1,0.0,UAH,0.0,0,Conversions,Paused,search - qa - ukraine,False,False
2024-09-30,google,cpc,Search - QA - Ukraine,Ukraine,Mobile,1643,43,38,1,0.0,UAH,0.0,0,Conversions,Paused,search - qa - ukraine,False,False
2024-10-01,google,cpc,Search - QA - Ukraine,Czech Republic,Mobile,4029,241,230,5,0.0,UAH,0.0,0,Conversions,Paused,search - qa - ukraine,False,False
2024-10-02,google,cpc,Search - QA - Ukraine,Poland,Mobile,4408,154,146,3,0.0,UAH,0.0,1,Conversions,Paused,search - qa - ukraine,False,False
2024-10-03,google,cpc,Search - QA - Ukraine,Ukraine,Mobile,1943,77,64,2,0.0,UAH,0.0,0,Conversions,Paused,search - qa - ukraine,False,False
2024-10-04,google,cpc,Search - QA - Ukraine,United States,Mobile,2175,80,66,2,0.0,UAH,0.0,0,Conversions,Paused,search - qa - ukraine,False,False
2024-10-05,google,cpc,Search - QA - Ukraine,Ukraine,Mobile,470,27,22,1,0.0,UAH,0.0,0,Conversions,Paused,search - qa - ukraine,False,False
2024-10-06,google,cpc,Search - QA - Ukraine,Ukraine,Mobile,8342,337,265,6,3165.64,UAH,3165.64,1,Conversions,Active,search - qa - ukraine,False,False
2024-10-07,google,cpc,Search - QA - Ukraine,Ukraine,Desktop,9769,235,209,4,4259.02,UAH,4259.02,0,Conversions,Active,search - qa - ukraine,False,False
2024-10-08,google,cpc,Search - QA - Ukraine,Ukraine,Desktop,5811,332,262,7,4497.48,UAH,4497.48,1,Conversions,Active,search - qa - ukraine,False,False
2024-10-09,google,cpc,Search - QA - Ukraine,Germany,Mobile,4986,237,225,5,4477.31,UAH,4477.31,0,Conversions,Active,search - qa - ukraine,False,False
2024-10-10,google,cpc,Search - QA - Ukraine,Kazakhstan,Tablet,3742,176,161,4,2624.12,UAH,2624.12,1,Conversions,Active,search - qa - ukraine,False,False
2024-10-11,google,cpc,Search - QA - Ukraine,Ukraine,Desktop,1795,34,27,1,0.0,UAH,0.0,0,Conversions,Paused,search - qa - ukraine,False,False
2024-10-12,google,cpc,Search - QA - Ukraine,Czech Republic,Mobile,805,20,15,1,0.0,UAH,0.0,0,Conversions,Paused,search - qa - ukraine,False,False
2024-10-13,google,cpc,Search - QA - Ukraine,Germany,Mobile,1453,85,77,2,0.0,UAH,0.0,0,Conversions,Paused,search - qa - ukraine,False,False
2024-10-14,google,cpc,Search - QA - Ukraine,Ukraine,Desktop,2617,119,103,2,2363.01,UAH,2363.01,0,Conversions,Active,search - qa - ukraine,False,False
2024-10-15,google,cpc,Search - QA - Ukraine,Ukraine,Mobile,11871,391,379,3,4994.35,UAH,4994.35,0,Conversions,Active,search - qa - ukraine,False,False
2024-10-16,google,cpc,Search - QA - Ukraine,Poland,Mobile,4723,186,178,1,2230.71,UAH,2230.71,0,Conversions,Active,search - qa - ukraine,False,False
2024-10-17,google,cpc,Search - QA - Ukraine,United Kingdom,Desktop,9077,306,236,4,2502.18,UAH,2502.18,1,Conversions,Active,search - qa - ukraine,False,False
2024-10-18,google,cpc,Search - QA - Ukraine,United States,Mobile,2313,92,69,1,1611.34,UAH,1611.34,0,Conversions,Active,search - qa - ukraine,False,False
2024-10-19,google,cpc,Search - QA - Ukraine,Ukraine,Mobile,2940,127,119,2,1431.68,UAH,1431.68,0,Conversions,Active,search - qa - ukraine,False,False
2024-10-20,google,cpc,Search - QA - Ukraine,United Kingdom,Mobile,4594,193,145,4,2758.91,UAH,2758.91,0,Conversions,Active,search - qa - ukraine,False,False
2024-10-21,google,cpc,Search - QA - Ukraine,Ukraine,Desktop,3000,129,114,0,2439.0,UAH,2439.0,0,Conversions,Active,search - qa - ukraine,False,False
2024-10-22,google,cpc,Search - QA - Ukraine,Poland,Mobile,1609,95,77,2,1766.09,UAH,1766.09,0,Conversions,Active,search - qa - ukraine,False,False
2024-10-23,google,cpc,Search - QA - Ukraine,Ukraine,Mobile,3027,182,147,3,1772.6,UAH,1772.6,0,Conversions,Active,search - qa - ukraine,False,False
2024-10-24,google,cpc,Search - QA - Ukraine,Ukraine,Mobile,4065,254,234,9,4521.33,UAH,4521.33,1,Conversions,Active,search - qa - ukraine,False,False
2024-10-25,google,cpc,Search - QA - Ukraine,Ukraine,Desktop,16315,378,367,6,4421.62,UAH,4421.62,1,Conversions,Active,search - qa - ukraine,False,False
2024-10-26,google,cpc,Search - QA - Ukraine,Ukraine,Mobile,3503,139,121,3,1185.81,UAH,1185.81,0,Conversions,Active,search - qa - ukraine,False,False
2024-10-27,google,cpc,Search - QA - Ukraine,United Kingdom,Mobile,3590,157,146,3,3353.69,UAH,3353.69,1,Conversions,Active,search - qa - ukraine,False,False
2024-10-28,google,cpc,Search - QA - Ukraine,Ukraine,Mobile,5313,380,318,11,3625.04,UAH,3625.04,1,Conversions,Active,search - qa - ukraine,False,False
2024-10-29,google,cpc,Search - QA - Ukraine,Ukraine,Mobile,3602,148,139,3,0.0,UAH,0.0,1,Conversions,Paused,search - qa - ukraine,False,False
2024-10-30,google,cpc,Search - QA - Ukraine,Poland,Desktop,3677,158,120,3,,UAH,0.0,0,Conversions,Paused,search - qa - ukraine,False,False
2024-10-31,google,cpc,Search - QA - Ukraine,United States,Mobile,4375,175,138,5,0.0,UAH,0.0,1,Conversions,Paused,search - qa - ukraine,False,False
2024-11-01,google,cpc,Search - QA - Ukraine,Ukraine,Desktop,2791,153,118,3,0.0,UAH,0.0,0,Conversions,Paused,search - qa - ukraine,False,False
2024-11-02,google,cpc,Search - QA - Ukraine,Ukraine,Mobile,5170,194,152,2,2302.55,UAH,2302.55,0,Conversions,Active,search - qa - ukraine,False,False
2024-11-03,google,cpc,Search - QA - Ukraine_copy,Poland,Desktop,6809,274,255,6,3989.61,UAH,3989.61,0,Conversions,Active,search - qa - ukraine,False,False
